"URL","Title#1","Alternative Title#1","Alternative Title#2","Alternative Title#3","Alternative Title#4","Alternative Title#5","Alternative Title#6","Alternative Title#7","Creator#1","Creator URI#1","Creator#2","Creator URI#2","Creator#3","Creator URI#3","Creator#4","Creator URI#4","Subject#1","Subject URI#1","Subject#2","Subject URI#2","Subject#3","Subject URI#3","Subject#4","Subject URI#4","Subject#5","Subject URI#5","Description#1","Publisher#1","Date#1","Resource Type#1","Resource Type URI#1","Form#1","Form URI#1","Form#2","Physical Item Location#1","Source#1","Digitization Specifications#1","Digital Conversion Date#1","Language Term#1","Language Term URI#1","Language Term Type#1","Duration#1","File Size#1","Coverage#1","Coverage URI#1","FileImage#1","FileMedia#1","FileID#2","Identifier ARK#1","Rights#1","Rights URI#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"","Daisy","","","","","","","","Hutchins, Emma;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","","","","","School Song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1961-11-01","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 3 Tape 055 Track 14","Field recording, reel-to-reel tape, recorded 11/1/1961","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1:15","1,805,584 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB05514.jpg","UCB05514.mp3","UCB05514","https://ark.colorado.edu/ark:/47540/030f9083g81p","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","352119","4759","UCB05514.jpg|UCB05514.jpg",""
"","Daughter, Why Don't You Marry","Why Don't You Marry?","Sailor","","","","","","Alexander, John T.;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","","","","","English Folk Song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1961-08-01","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 2 Tape 045 Track 10","Field recording, reel-to-reel tape, recorded 8/1/1961","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","2:37","3,784,202 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB04510.jpg","UCB04510.mp3","UCB04510","https://ark.colorado.edu/ark:/47540/h839757341nm","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","347765","4759","UCB04510.jpg|UCB04510.jpg",""
"","Daughter, Why Don't You Marry","Why Don't You Marry?","Sailor","","","","","","Alexander, John T.;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","","","","","English Folk Song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1965-06-01","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 7 Tape 171 Track 09","Field recording, reel-to-reel tape, recorded 6/1/1965","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","2:20","3,380,454 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB17109.jpg","UCB17109.mp3","UCB17109","https://ark.colorado.edu/ark:/47540/4j0m7h36d42z","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","347854","4759","UCB17109.jpg|UCB17109.jpg",""
"","Days of '49","","","","","","","","Skinner, Ellis K.;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","","","","","19th Century Folk Song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1962-10-01","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 4 Tape 092 Track 03","Field recording, reel-to-reel tape, recorded 10/1/1962","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","2:49","4,063,190 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB09203.jpg","UCB09203.mp3","UCB09203","https://ark.colorado.edu/ark:/47540/3n763c3509p1","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","345931","4759","UCB09203.jpg|UCB09203.jpg",""
"","Days of '61","","","","","","","","Taylor, Edith Cummings;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","","","","","Comic Civil War Song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1969-09-16","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 8 Tape 201 Track 06","Field recording, reel-to-reel tape, recorded 9/16/1969","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","3:34","5,145,913 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB20106.jpg","UCB20106.mp3","UCB20106","https://ark.colorado.edu/ark:/47540/cr798h63z7x7","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","346984","4759","UCB20106.mp3|UCB20106.jpg",""
"","Dear Little Baby","","","","","","","","Hutchins, Emma;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Christmas music","http://id.worldcat.org/fast/859831","Folk music -- Colorado","local","","","Christmas Carol","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1961-11-01","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 3 Tape 055 Track 02","Field recording, reel-to-reel tape, recorded 11/1/1961","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","2:37","3,783,576 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB05502.jpg","UCB05502.mp3","UCB05502","https://ark.colorado.edu/ark:/47540/jq525g90p9nr","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","346843","4759","UCB05502.jpg|UCB05502.jpg",""
"","Decision in the Gypsy's Warning","","","","","","","","Peyton, James Baxter;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","","","","","Pathetic Song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1962-12-17","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 5 Tape 107 Track 20","Field recording, reel-to-reel tape, recorded 12/17/1962","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","3:33","5,115,193 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB10720.jpg","UCB10720.mp3","UCB10720","https://ark.colorado.edu/ark:/47540/1q6n2t40k78z","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","349402","4759","UCB10720.jpg|UCB10720.jpg",""
"","Derby Ram","Darby Ram","Big Sheep","","","","","","Greer, Beulah;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","","","","","American Folk Song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1963-06-18","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 6 Tape 124 Track 06","Field recording, reel-to-reel tape, recorded 6/18/1963","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","2:54","4,182,936 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB12406.jpg","UCB12406.mp3","UCB12406","https://ark.colorado.edu/ark:/47540/410t2g0423sv","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","346030","4759","UCB12406.jpg|UCB12406.jpg",""
"","Derby Ram","Darby Ram","Big Sheep","","","","","","Greer, Beulah;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","","","","","American Folk Song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1963-07-17","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 6 Tape 129 Track 07","Field recording, reel-to-reel tape, recorded 7/17/1963","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","2:44","3,942,191 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB12907.jpg","UCB12907.mp3","UCB12907","https://ark.colorado.edu/ark:/47540/qf5r2j95z2xq","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","346043","4759","UCB12907.jpg|UCB12907.jpg",""
"","Desperado (fragment)","I'm From Cripple Creek","","","","","","","Schaupp, Marianna Cummings;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","","","","","Folk song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1970-09-27","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 8 Tape 207 Track 08","Field recording, reel-to-reel tape, recorded 9/27/1970","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","0:24","596,846 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB20708.jpg","UCB20708.mp3","UCB20708","https://ark.colorado.edu/ark:/47540/r90m3z47575z","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","348538","4759","UCB20708.mp3|UCB20708.jpg",""
"","Devilish Mary","Devilish Molly","","","","","","","Graham, Ernest S.;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","","","","","Traditional Song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1962-08-01","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 4 Tape 081 Track 03","Field recording, reel-to-reel tape, recorded 8/1/1962","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","3:26","4,957,832 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB08103.jpg","UCB08103.mp3","UCB08103","https://ark.colorado.edu/ark:/47540/nc226s73w7vz","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","352645","4759","UCB08103.jpg|UCB08103.jpg",""
"","Discontented Dutchman","Ta-ra-ra-boom-der-e (parody of)","","","","","","","Alexander, John T.;performer","local","Sayers, Henry J., 1854-1932;composer","http://id.loc.gov/authorities/names/no2010117957","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","","","","","Parody of Ta-ra-ra-boom-der-e","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1961-08-01","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 2 Tape 045 Track 17","Field recording, reel-to-reel tape, recorded 8/1/1961","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","2:31","3,638,126 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB04517.jpg","UCB04517.mp3","UCB04517","https://ark.colorado.edu/ark:/47540/cv8r7m98v96q","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","352432","4759","UCB04517.jpg|UCB04517.jpg",""
"","Discussion Before KBOL Program on Folk Music; Beulah Greer and Her Songs","","","","","","","","Eskin, Sam;performer","http://id.loc.gov/authorities/names/no98091519","Lumpkin, Ben Gray, 1901-1982","http://id.loc.gov/authorities/names/no98049740","Greer, Beulah","local","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","Greer, Beulah -- Interviews","local","","","Interview","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1963-06-18","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box Tape 124 Track 01","Field recording, reel-to-reel tape, recorded 6/18/1963","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","3:28","5,016,764 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","UCB12401.mp3","UCB12401","https://ark.colorado.edu/ark:/47540/0c4r7066h41b","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","348935","4759","UCB12401.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~25~25~348935~296066"
"","Dollar or Two","","","","","","","","Alexander, John T.;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Humorous songs","http://id.worldcat.org/fast/963815","Folk music -- Colorado","local","","","Comic Song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1961-08-01","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 2 Tape 045 Track 06","Field recording, reel-to-reel tape, recorded 8/1/1961","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1:53","2,719,660 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB04506.jpg","UCB04506.mp3","UCB04506","https://ark.colorado.edu/ark:/47540/qd393h4336xc","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","347109","4759","UCB04506.jpg|UCB04506.jpg",""
"","Dollar or Two","","","","","","","","Alexander, John T.;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Humorous songs","http://id.worldcat.org/fast/963815","Folk music -- Colorado","local","","","Comic Song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1965-06-01","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 7 Tape 171 Track 05","Field recording, reel-to-reel tape, recorded 6/1/1965","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1:53","2,715,272 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB17105.jpg","UCB17105.mp3","UCB17105","https://ark.colorado.edu/ark:/47540/732j3v36j60n","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","347307","4759","UCB17105.jpg|UCB17105.jpg",""
"","Dolly and I","","","","","","","","Martin, Martha;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","","","","","Sentimental Song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1963-12-26","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 6 Tape 137 Track 05","Field recording, reel-to-reel tape, recorded 12/26/1963","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","2:17","3,297,698 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB13705.jpg","UCB13705.mp3","UCB13705","https://ark.colorado.edu/ark:/47540/qz3v1n14859t","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","352313","4759","UCB13705.mp3|UCB13705.jpg",""
"","Don't Take My Little Home, Sir","","","","","","","","Bryce, Janie Irene;performer","local","","","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","","","","","19th Century Pathetic Song","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1962-12-17","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 5 Tape 104 Track 10","Field recording, reel-to-reel tape, recorded 12/17/1962","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","3:22","4,863,164 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB10410.jpg","UCB10410.mp3","UCB10410","https://ark.colorado.edu/ark:/47540/6n389164f46z","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","345969","4759","UCB10410.jpg|UCB10410.jpg",""
"","Don't You Go, Tommy, Don't Go","","","","","","","","Hutchins, Emma;performer","local","Lockwood, C. T.;composer","http://id.loc.gov/authorities/names/nr2003015116","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","Popular music--1901-1910","http://id.loc.gov/authorities/subjects/sh87003299","","","Popular Song 1866","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1965-05-22","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 7 Tape 169 Track 02","Field recording, reel-to-reel tape, recorded 5/22/1965","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","2:42","3,897,051 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB16902.jpg","UCB16902.mp3","UCB16902","https://ark.colorado.edu/ark:/47540/nq1h0s91f15s","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","350633","4759","UCB16902.jpg|UCB16902.jpg",""
"","Down Among the Sugar Cane","","","","","","","","Meyers, Frank;performer","local","Mack, Cecil, 1883-1944;composer","http://id.loc.gov/authorities/names/no95030839","","","","","Folk songs, English -- Colorado","local","Field recordings -- Colorado","local","Folk music -- Colorado","local","Popular music--1901-1910","http://id.loc.gov/authorities/subjects/sh87003299","","","Popular Song 1908","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","1954-03-01","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","field recordings","http://vocab.getty.edu/page/aat/300265794","audio/mp3","Ben Gray Lumpkin Collection, Box 2 Tape 026 Track 05","Field recording, reel-to-reel tape, recorded 3/1/1954","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","2006-02-28","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1:28","2,119,680 bytes","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","UCB02605.jpg","UCB02605.mp3","UCB02605","https://ark.colorado.edu/ark:/47540/75578000c6rn","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","351738","4759","UCB02605.jpg|UCB02605.jpg",""
